cluster	./NaAlSi3O8_T4_nvt_a12.0.	./NaAlSi3O8_T4_nvt_a12.5.	./NaAlSi3O8_T4_nvt_a13.0.	./NaAlSi3O8_T4_nvt_a13.5.	./NaAlSi3O8_T4_nvt_a14.0.	./NaAlSi3O8_T4_nvt_a14.5.	./NaAlSi3O8_T4_nvt_a15.0.	./NaAlSi3O8_T4_nvt_a15.5.	./NaAlSi3O8_T4_nvt_a16.0.	./NaAlSi3O8_T4_nvt_a16.5.	./NaAlSi3O8_T4_nvt_a17.0.	./NaAlSi3O8_T4_nvt_a17.5.	./NaAlSi3O8_T4_nvt_a18.0.	./NaAlSi3O8_T4_nvt_a18.5.	./NaAlSi3O8_T4_nvt_a19.0.	


Al_1O_1										0.00041019131942294596	0.0007969180495931313	7.879475542107917e-05	0.0001901465292437601	6.186077202243484e-05	0.0005271401891680221
Al_1O_10	7.142449002914119e-06														
Al_1O_2			0.0003464087766413348	0.00011485865628884925	0.0008400010459156992	0.0010713673504371178	0.0011595182692912395	0.003049291993825918	0.007631006293007116	0.005015169339359792	0.0054542833344012305	0.01130704740292486	0.010446417484167391	0.007654239524909271	0.008829598168564372
Al_1O_3	0.00010356551054225473	0.0006178218387520713	0.009131621050225702	0.022519053024160855	0.05707431231042778	0.10177275584252328	0.12340811898622728	0.1782430709348366	0.20071825560195258	0.24019023589870597	0.2579331389761005	0.26447459657085226	0.2594141934682727	0.2733338832068624	0.2712399843364058
Al_1O_4	0.012320724530026856	0.06535697960116565	0.18856779612593566	0.3362318253067402	0.49551236795314296	0.5601501342780413	0.5955285831079806	0.6108692369639621	0.6025370522848909	0.5922969165995914	0.5724995194464022	0.5698830685829551	0.5779251521172234	0.5831779940613658	0.5761868184830411
Al_1O_5	0.15066996171647334	0.34997642991829037	0.4787512142163305	0.463643857088806	0.37261073632465225	0.2939296325924233	0.2542882523111754	0.19128330313401784	0.17670411103922837	0.1495340845768064	0.15222736592554623	0.14346949067070094	0.14116633552713276	0.12829099307159353	0.1329937044400265
Al_1O_6	0.4757728129821153	0.4443924632878121	0.2799340037712131	0.1609135992649046	0.07047837569291915	0.04141549054339752	0.024318439091881014	0.01608952419300718	0.012244162794800917	0.011941985016407653	0.010379957711283399	0.010373329551185074	0.010667608344716254	0.007303695150115474	0.009974245436472077
Al_1O_7	0.2952331295354551	0.1278355522541569	0.041340494828866925	0.016130884817036915	0.0034547902939023115	0.0015927661276498486	0.0012970882334444375	0.00046557278035031207	0.00016541198612009646	0.0006114172497059005	0.0006847888767860576	0.00041367246596066563	0.0001901465292437601	0.00017733421313097987	0.00024850894632206757
Al_1O_8	0.06246428775498543	0.011652905548254386	0.0018891777612707846	0.0004459218420625912	2.9416379039849388e-05	6.785326552768414e-05					2.4027679887230088e-05				
Al_1O_9	0.003428375521398777	0.0001678475515684818	3.9283469516027656e-05												
